;ID_INSTR_MNS;COMPANY_ID_MNS;COMPANY_NAME_MNS;COUNTRY;NACE;NACE_SECTION;GICS;SECTOR_EXPOSURE_AFF;SECTOR_EXPOSURE_AFF_TYPE;EMISSIONS_CARBON_123_EVIC;EMISSIONS_CARBON_123_EVIC_TYPE;BREACHES;BREACHES_TYPE;EMISSIONS_CARBON_REDUCTION;EMISSIONS_CARBON_REDUCTION_TYPE;EMISSIONS_CARBON_3;EMISSIONS_CARBON_3_TYPE;GAP_GENDER_PAY;GAP_GENDER_PAY_TYPE;GAP_GENDER_PAY_ORIGIN;DEGRADATION_LAND;DEGRADATION_LAND_TYPE
10;c84b9187-b12b-48ab-9a12-4b6d4af7330a;jyC42UR7;comp_OUO;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
11;9c7971ee-c980-4d12-bd4e-b561e7ceeda9;ylifL9xO;comp_FFK;NL;64.3;K;Financials;Not Disclosed;Estimated;42.95560703380708;Estimated;Not Disclosed;Reported;Yes;Estimated;18514922.57;Estimated;;;;Not Disclosed;Reported
12;417eb89f-d514-48fc-a1d8-b57a4879c4d7;25Y1F5qi;comp_TGX;HK;64.1;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
13;98064ecb-b1a7-4729-9814-2925b7e2bb56;uFwCb9sp;comp_HV;CO;64.1;K;Financials;Not Disclosed;Estimated;165.85522806075494;Estimated;Not Disclosed;Reported;Yes;Estimated;329592.47;Estimated;1.86;Estimated;annual report;Not Disclosed;Reported
14;f9b45830-9266-405d-900e-2f39fbeddc79;aHOfdma2;comp_KMA;CO;64.1;K;Financials;Not Disclosed;Estimated;92.97548356270552;Estimated;Not Disclosed;Reported;Yes;Estimated;23419457.89;Estimated;2.0;Reported;csr,ESG report 2022,annual report,CSR 2022;Not Disclosed;Reported
15;654dd787-5391-430e-a675-02396dcbfad2;lfarniVw;comp_KKOP;CO;64.1;K;Financials;Not Disclosed;Estimated;92.97548356270552;Estimated;Not Disclosed;Reported;Yes;Estimated;23419457.89;Estimated;2.0;Reported;csr,ESG report 2022,annual report,CSR 2022;Not Disclosed;Reported
16;f3adf67a-6e41-4445-b780-5916193ebc0b;KJNW3LgF;comp_TSM;KR;66.1;K;Financials;Not Disclosed;Estimated;72.18916572250177;Estimated;Not Disclosed;Reported;Yes;Estimated;8164594.96;Estimated;31.24;Estimated;CSR 2022,csr,annual report;Not Disclosed;Reported
17;9e364458-f12b-4d0d-b933-e0ba6b4ae237;sBclx63i;comp_CSHV;LU;64.3;K;Financials;Not Disclosed;Estimated;46.7489335180517;Estimated;Not Disclosed;Reported;Yes;Estimated;27150120.12;Estimated;54.1;Reported;Gender Pay Gap Report;Not Disclosed;Reported
18;70f9de20-a253-418e-8408-7ad7eeb19393;ouJpgb37;comp_OZKA;NL;64.3;K;Financials;Not Disclosed;Estimated;40.67774150545895;Estimated;Not Disclosed;Reported;Yes;Estimated;36159216.91;Estimated;14.48;Estimated;annual report,csr,CSR 2022;Not Disclosed;Reported
19;50f23b68-3b0b-4f2e-beb1-ad7072307274;WQ8dFBUN;comp_X;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
20;9782a5fa-8111-427e-81fe-c368e929074a;qMloRadf;comp_JVEA;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
21;4c63f05e-90c2-47d1-b779-0d03874e99ff;zZv0wskz;comp_JE;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
22;49154170-22d3-4e44-b507-9c98cf9e88bf;spL3XTNu;comp_GDU;LU;64.3;K;Financials;Not Disclosed;Estimated;46.7489335180517;Estimated;Not Disclosed;Reported;Yes;Estimated;27150120.12;Estimated;54.1;Reported;Gender Pay Gap Report;Not Disclosed;Reported
23;f069be87-7821-4ccc-bc58-c306c063167a;4zE4sWru;comp_IQ;AU;64.1;K;Industrials;Not Disclosed;Estimated;;;Not Disclosed;Reported;Yes;Estimated;2871241.18;Estimated;9.88;Estimated;annual report;Not Disclosed;Reported
24;3edd6e85-9fea-448c-bb61-43445a995e66;jeHOjCnA;comp_KTY;CO;64.1;K;Financials;Not Disclosed;Estimated;133.88923854026257;Estimated;Not Disclosed;Reported;Not Disclosed;Estimated;151492.36;Estimated;1.86;Estimated;annual report;Not Disclosed;Reported
25;b3401cde-a589-4071-9712-30c17f61f8c7;YCCodWcd;comp_NCB;CO;64.1;K;Financials;Not Disclosed;Estimated;92.97548356270552;Estimated;Not Disclosed;Reported;Yes;Estimated;23419457.89;Estimated;2.0;Reported;csr,ESG report 2022,annual report,CSR 2022;Not Disclosed;Reported
26;15553257-db2c-40dd-9abd-e2a1636569fd;UiiLOITT;comp_YAI;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
27;bbb930f3-a2c0-457a-a4f5-5c8405e63cfa;gBjgIg5h;comp_WODF;CO;64.1;K;Financials;Not Disclosed;Estimated;165.85522806075494;Estimated;Not Disclosed;Reported;Yes;Estimated;329592.47;Estimated;1.86;Estimated;annual report;Not Disclosed;Reported
28;74035b1c-8ba3-4358-9285-a56092bc4ce6;foNhXTKn;comp_WME;KR;66.1;K;Financials;Not Disclosed;Estimated;72.18916572250177;Estimated;Not Disclosed;Reported;Yes;Estimated;8164594.96;Estimated;31.24;Estimated;CSR 2022,csr,annual report;Not Disclosed;Reported
29;99abd848-c575-4b1a-b32e-db16d59512e1;HsNxXNcG;comp_HLXE;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
30;c3c356d2-c320-43b1-a67d-cd3e12defbd0;q2n4ohMD;comp_JIE;NL;64.3;K;Financials;Not Disclosed;Estimated;40.67774150545895;Estimated;Not Disclosed;Reported;Yes;Estimated;36159216.91;Estimated;14.48;Estimated;annual report,csr,CSR 2022;Not Disclosed;Reported
31;c15dd835-cf1a-4c08-91dc-9e81c519f2a4;EuO83YF9;comp_GENS;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
32;6bf1057e-ee8c-40b8-b514-be6d65f20e33;5UwrQ7Tw;comp_Q;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
33;3ca973f7-a81d-40df-8544-464bddf81384;g9oPRuX1;comp_TDLI;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
34;fc345d1c-1f17-4e10-849a-a6acb15df5bc;0jaVExHk;comp_LN;LU;64.3;K;Financials;Not Disclosed;Estimated;46.7489335180517;Estimated;Not Disclosed;Reported;Yes;Estimated;27150120.12;Estimated;54.1;Reported;Gender Pay Gap Report;Not Disclosed;Reported
35;43c41202-ba91-4be6-8c44-b1e4c49d629b;jQereT4t;comp_IIH;HK;64.1;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
36;50fa0bad-3e02-4283-bfd2-23aa79027fcb;jNYTzioi;comp_EE;US;64.3;K;Financials;Not Disclosed;Estimated;40.67774150545895;Estimated;Not Disclosed;Reported;Yes;Estimated;36159216.91;Estimated;14.48;Estimated;annual report,csr,CSR 2022;Not Disclosed;Reported
37;bd1fd6bb-27a0-4fa0-9e56-9ae6ac90ff4e;xUgEqtmv;comp_NI;US;64.1;K;Financials;Not Disclosed;Estimated;64.34106322338482;Estimated;Not Disclosed;Reported;Yes;Estimated;18573590.83;Estimated;17.0714335098;Estimated;annual report,CSR report,;Not Disclosed;Reported
38;f76d6142-6a34-40b1-a236-dda7dc2db6a0;ah9S39zo;comp_FVU;CO;64.1;K;Financials;Not Disclosed;Estimated;133.88923854026257;Estimated;Not Disclosed;Reported;Not Disclosed;Estimated;151492.36;Estimated;1.86;Estimated;annual report;Not Disclosed;Reported
39;352b728f-1ce6-42db-8790-f462e09eb6b8;bIyORkxQ;comp_QFME;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
40;f20d7ef3-5ed7-4d93-8cbf-8ae7d5fff94a;GBoJCBRc;comp_TVG;KR;66.1;K;Financials;Not Disclosed;Estimated;72.18916572250177;Estimated;Not Disclosed;Reported;Yes;Estimated;8164594.96;Estimated;31.24;Estimated;CSR 2022,csr,annual report;Not Disclosed;Reported
41;e7160bce-5ab9-49ba-b59e-cc0a965cce62;MTjmpgS9;comp_TRU;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
42;6d5b18d6-bbbc-45bc-b38e-ca45b5158170;WnUnR98x;comp_CTU;NL;64.3;K;Financials;Not Disclosed;Estimated;40.67774150545895;Estimated;Not Disclosed;Reported;Yes;Estimated;36159216.91;Estimated;14.48;Estimated;annual report,csr,CSR 2022;Not Disclosed;Reported
43;dbb7c7fc-e82e-4396-a336-4af14c20d50e;0bHR1agu;comp_YAD;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
44;4832d91e-9521-43f1-8458-60c9a8405fef;rCTWzkYa;comp_AD;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
45;40043171-0cb6-478e-901e-25ee7e2e16a2;mtPbWTVt;comp_T;LU;64.3;K;Financials;Not Disclosed;Estimated;46.7489335180517;Estimated;Not Disclosed;Reported;Yes;Estimated;27150120.12;Estimated;54.1;Reported;Gender Pay Gap Report;Not Disclosed;Reported
46;b1b2bea0-904b-4fa0-b8c9-d95b5256bd5e;BhRDpa8T;comp_WZCD;HK;64.1;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
47;d602276f-c607-462e-9e82-09aeca8a4b3e;cKL8qWDR;comp_DE;CO;64.1;K;Financials;Not Disclosed;Estimated;92.97548356270552;Estimated;Not Disclosed;Reported;Yes;Estimated;23419457.89;Estimated;2.0;Reported;csr,ESG report 2022,annual report,CSR 2022;Not Disclosed;Reported
48;2824b2fd-1671-42e0-867e-72fd878f6118;mKb4zcoU;comp_UMY;US;46.7;G;Materials;Not Disclosed;Estimated;482.86468137921713;Estimated;Not Disclosed;Reported;Yes;Estimated;43849741.05;Estimated;16.8716476296;Estimated;csr;Not Disclosed;Reported
49;20ba01d7-6823-40fa-8a7a-989898fcf83f;IRB3JoqB;comp_OIOV;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
50;12584a3d-0af5-45f0-bb53-984d0bbed392;DAiutLhP;comp_YP;KR;66.1;K;Financials;Not Disclosed;Estimated;72.18916572250177;Estimated;Not Disclosed;Reported;Yes;Estimated;8164594.96;Estimated;31.24;Estimated;CSR 2022,csr,annual report;Not Disclosed;Reported
51;a0ec0410-9f5b-4557-ad3c-9f07eb9b2e7d;87grniDk;comp_H;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
52;4ccc5cc3-576b-4d9a-821d-c354f938b212;Et0d2a6f;comp_WSC;NL;64.3;K;Financials;Not Disclosed;Estimated;40.67774150545895;Estimated;Not Disclosed;Reported;Yes;Estimated;36159216.91;Estimated;14.48;Estimated;annual report,csr,CSR 2022;Not Disclosed;Reported
53;b76b8e39-fc35-44dc-a513-cd283f3d7a04;Po1aBpF2;comp_VQFM;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
54;41d9f3e1-1e6c-4162-b8e5-e68e74620764;0qsUorh7;comp_JM;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
55;e0894c98-bf5e-48cc-ac9a-127291a8095c;mRDUGQRi;comp_PTBE;LU;64.3;K;Financials;Not Disclosed;Estimated;46.7489335180517;Estimated;Not Disclosed;Reported;Yes;Estimated;27150120.12;Estimated;54.1;Reported;Gender Pay Gap Report;Not Disclosed;Reported
56;42f453ba-75a0-4e13-8db0-81899759a2aa;w3ZS1NRO;comp_Q;HK;64.1;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
57;33273f2e-4cee-40a7-89a8-6d90f7d146b1;Lzg01osk;comp_H;US;64.3;K;Financials;Not Disclosed;Estimated;40.67774150545895;Estimated;Not Disclosed;Reported;Yes;Estimated;36159216.91;Estimated;14.48;Estimated;annual report,csr,CSR 2022;Not Disclosed;Reported
58;59dbdc4e-e53c-45eb-ba20-9f2a144cbd1f;qM8XSLIs;comp_VA;US;64.9;K;Financials;Not Disclosed;Estimated;46.7489335180517;Estimated;Not Disclosed;Reported;Yes;Estimated;27150120.12;Estimated;54.1;Reported;Gender Pay Gap Report;Not Disclosed;Reported
59;5fca8167-8331-425a-bc36-77114438b98b;KkUDK8St;comp_HJG;CO;64.1;K;Financials;Not Disclosed;Estimated;92.97548356270552;Estimated;Not Disclosed;Reported;Yes;Estimated;23419457.89;Estimated;2.0;Reported;csr,ESG report 2022,annual report,CSR 2022;Not Disclosed;Reported
60;918abca6-33f1-4aa8-a61c-812506fb0db2;ktNRGZwJ;comp_U;CO;64.1;K;Financials;Not Disclosed;Estimated;165.85522806075494;Estimated;Not Disclosed;Reported;Yes;Estimated;329592.47;Estimated;1.86;Estimated;annual report;Not Disclosed;Reported
61;34b0319e-5e1f-46a2-b7db-9cd8cdc5d520;EAaXNWiD;comp_M;US;46.7;G;Materials;Not Disclosed;Estimated;482.86468137921713;Estimated;Not Disclosed;Reported;Yes;Estimated;43849741.05;Estimated;16.8716476296;Estimated;csr;Not Disclosed;Reported
62;6fa918e9-5104-4fd1-ad0e-06305896a27e;nkN8dBnD;comp_VKX;CO;64.1;K;Financials;Not Disclosed;Estimated;92.97548356270552;Estimated;Not Disclosed;Reported;Yes;Estimated;23419457.89;Estimated;2.0;Reported;csr,ESG report 2022,annual report,CSR 2022;Not Disclosed;Reported
63;b71dcd92-06fa-4d5c-a498-56cef7d55c96;M65vCiRI;comp_ZON;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
64;c656597b-f8f4-43e7-bd6a-2a893906c1ce;jBOxt0gh;comp_LWZU;KR;64.1;K;Industrials;;;;;;;;;117096.06;Estimated;;;;;
65;8e4540bd-278f-4d34-94d9-531a69b67ab5;1Q8ABjJU;comp_GV;US;64.9;K;Financials;Not Disclosed;Estimated;46.7489335180517;Estimated;Not Disclosed;Reported;Yes;Estimated;27150120.12;Estimated;54.1;Reported;Gender Pay Gap Report;Not Disclosed;Reported
66;035528bb-f9cd-4780-be98-fc2d36629541;s6EXTuLH;comp_J;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
67;a20eec9d-37f5-4228-bb62-2ad309dc1b56;aAEs13Zn;comp_EM;NL;64.3;K;Financials;Not Disclosed;Estimated;40.67774150545895;Estimated;Not Disclosed;Reported;Yes;Estimated;36159216.91;Estimated;14.48;Estimated;annual report,csr,CSR 2022;Not Disclosed;Reported
68;6bd16624-fb9f-4c8d-a425-e83c1d84b19f;2uIIVqKt;comp_X;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
69;95bd5f24-b63c-457e-ac24-485140c75e9d;ZFNmoSaN;comp_KCRZ;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
70;ad759e6b-0b0a-4eb8-9973-1e754a9fe77b;rwrc6Gbv;comp_UF;LU;64.3;K;Financials;Not Disclosed;Estimated;46.7489335180517;Estimated;Not Disclosed;Reported;Yes;Estimated;27150120.12;Estimated;54.1;Reported;Gender Pay Gap Report;Not Disclosed;Reported
71;6e0889a3-a4df-4ab2-956c-932106ec1634;kLkIdotR;comp_DTRM;HK;64.1;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
72;7ff7b5a7-38bb-42e0-a129-cf3f4dc4cb8a;BJ1YX2XA;comp_TDB;CO;64.1;K;Financials;Not Disclosed;Estimated;92.97548356270552;Estimated;Not Disclosed;Reported;Yes;Estimated;23419457.89;Estimated;2.0;Reported;csr,ESG report 2022,annual report,CSR 2022;Not Disclosed;Reported
73;41bf18f0-5f5a-46a4-8a26-ef1fda658dc2;XIBWtETF;comp_Y;CO;64.1;K;Financials;Not Disclosed;Estimated;133.88923854026257;Estimated;Not Disclosed;Reported;Not Disclosed;Estimated;151492.36;Estimated;1.86;Estimated;annual report;Not Disclosed;Reported
74;19452b75-03dd-4099-a04a-2c4ebb302304;HvwVZaSC;comp_Z;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
75;ce5480f9-810a-4866-bf6f-ce6dd49e1da5;otj9TzOX;comp_FMM;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
76;4788149f-4f47-48f2-a1e4-7d3e860f4f79;qd1VFyfm;comp_A;NL;64.3;K;Financials;Not Disclosed;Estimated;40.67774150545895;Estimated;Not Disclosed;Reported;Yes;Estimated;36159216.91;Estimated;14.48;Estimated;annual report,csr,CSR 2022;Not Disclosed;Reported
77;ed78753d-0ea8-41e7-8ee8-1d8ad248d9eb;nbYF4QsT;comp_G;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
78;731b9772-717b-4c1a-90c8-c46e2c7b36cd;jA9IMI8u;comp_T;GB;66.3;K;Financials;Not Disclosed;Estimated;27.07030483034335;Estimated;Not Disclosed;Reported;Yes;Estimated;7432144.38;Estimated;28.2;Reported;2022 UK Gender & Ethnicity Pay Gap Report;Not Disclosed;Reported
79;b3500ca1-c29e-459c-a105-8b58478e9caf;mx38BykQ;comp_V;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
80;3a942a04-661b-4309-8250-0d5d7ffa21c7;x8t9hGeY;comp_I;HK;64.1;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
81;8d515fcb-3568-4d9e-834e-3a6f44fc028b;8HCUeo5j;comp_HNC;CO;64.1;K;Financials;Not Disclosed;Estimated;95.0060519082801;Estimated;Not Disclosed;Reported;Yes;Estimated;1584555.45;Estimated;9.695994;Estimated;annual report;Not Disclosed;Reported
82;3cc79818-4875-4020-80f2-dc344a59a3a5;HSNh9OMX;comp_RS;CO;64.1;K;Financials;Not Disclosed;Estimated;95.0060519082801;Estimated;Not Disclosed;Reported;Yes;Estimated;1584555.45;Estimated;9.695994;Estimated;annual report;Not Disclosed;Reported
83;01e80bb0-6d63-44ba-80a9-13575eceeec2;8I5VlmBJ;comp_SA;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
84;e78fa4f2-95d6-4d54-b83a-b1ca4c2a2308;iLnUc1kA;comp_ZJW;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
85;9a798c98-d82f-4f5a-ac45-4fdcfc462a85;POoZMAze;comp_DUMU;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
86;01f19e7a-6522-4538-bcc8-5b7b5589e116;IcDHtrPh;comp_Y;NL;64.3;K;Financials;Not Disclosed;Estimated;40.67774150545895;Estimated;Not Disclosed;Reported;Yes;Estimated;36159216.91;Estimated;14.48;Estimated;annual report,csr,CSR 2022;Not Disclosed;Reported
87;caa0bf30-32ad-4639-ae31-b7ee5bfaf2da;odJihs3d;comp_EMON;GB;64.1;K;Financials;Not Disclosed;Estimated;71.13579069718375;Estimated;Not Disclosed;Reported;Yes;Estimated;40674789.29;Estimated;43.2;Reported;2023 UK Pay Gap Disclosure;Not Disclosed;Reported
88;7bda29e5-c79b-4179-9e95-5a5e9c8f5289;Fz6QJORu;comp_HWHO;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
89;3134dba6-6c74-413d-98b4-1eaff2fac1f7;QwFv5XxV;comp_W;GB;66.1;K;Financials;Not Disclosed;Estimated;20.95412875412489;Estimated;Not Disclosed;Reported;Yes;Estimated;12252493.71;Estimated;;;;Yes;Reported
90;498899a4-0990-4b2f-86a9-1665c69cbfea;8nSGiH96;comp_ABCB;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
91;d6a95369-165d-4f43-8441-fd5a9357b8b9;KUwnkRK6;comp_LLJT;GB;66.3;K;Financials;Not Disclosed;Estimated;27.07030483034335;Estimated;Not Disclosed;Reported;Yes;Estimated;7432144.38;Estimated;28.2;Reported;2022 UK Gender & Ethnicity Pay Gap Report;Not Disclosed;Reported
92;74883d0f-074a-4c97-a399-a9e043284f8b;DS2x7NKl;comp_JKY;HK;64.1;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
93;82e1158b-05cd-4dd3-b17c-b33b35d0d691;z0tPWseA;comp_ROOD;CO;64.1;K;Financials;Not Disclosed;Estimated;92.97548356270552;Estimated;Not Disclosed;Reported;Yes;Estimated;23419457.89;Estimated;2.0;Reported;csr,ESG report 2022,annual report,CSR 2022;Not Disclosed;Reported
94;d9b9176d-0ee9-4550-9bf0-9eef06fec205;qiS18xCZ;comp_NAHG;NL;64.3;K;Financials;Not Disclosed;Estimated;89.19597531234484;Estimated;Not Disclosed;Reported;Yes;Estimated;34226630.11;Estimated;;;;Not Disclosed;Reported
95;697367f0-235b-44b8-9ac8-443864155a60;JoMRb9wy;comp_NW;US;64.9;K;Financials;Not Disclosed;Estimated;46.7489335180517;Estimated;Not Disclosed;Reported;Yes;Estimated;27150120.12;Estimated;54.1;Reported;Gender Pay Gap Report;Not Disclosed;Reported
